present_in,absent_from,gene,description,in_model,best_hit,pident,evalue,criterion
parapsilosis,haemulonii,CPAR2_703440,UniProt G8BKR5,False,,,,no_hit_e3
parapsilosis,haemulonii,CPAR2_703490,UniProt G8BKS0,False,,,,no_hit_e3
parapsilosis,haemulonii,CPAR2_703600,UniProt G8BKT1,False,XP_025343135.1,22.1,4.56e-09,no_hit_e10
parapsilosis,haemulonii,CPAR2_703700,UniProt G8BKU1,False,XP_025343130.1,28.1,4.74e-08,no_hit_e10
parapsilosis,haemulonii,CPAR2_703760,UniProt G8BKU7,False,,,,no_hit_e3
parapsilosis,haemulonii,CPAR2_703780,UniProt G8BKU9,False,,,,no_hit_e3
parapsilosis,haemulonii,CPAR2_703890,UniProt G8BKW0,False,,,,no_hit_e3
parapsilosis,haemulonii,CPAR2_703900,UniProt G8BKW1,False,,,,no_hit_e3
parapsilosis,haemulonii,CPAR2_703910,UniProt G8BKW2,False,,,,no_hit_e3
parapsilosis,haemulonii,CPAR2_704070,UniProt G8BKX7,False,XP_025339705.1,25.0,1.62e-07,no_hit_e10
parapsilosis,haemulonii,CPAR2_704140,UniProt G8BKY4,False,,,,no_hit_e3
parapsilosis,haemulonii,CPAR2_704210,UniProt G8BKZ1,False,,,,no_hit_e3
parapsilosis,haemulonii,CPAR2_704280,UniProt G8BKZ8,False,,,,no_hit_e3
parapsilosis,haemulonii,CPAR2_704360,UniProt G8BL06,False,,,,no_hit_e3
parapsilosis,haemulonii,CPAR2_700060,UniProt G8BL13,False,XP_025343144.1,30.8,5.06e-06,no_hit_e10
parapsilosis,haemulonii,CPAR2_700440,UniProt G8BL51,False,,,,no_hit_e3
parapsilosis,haemulonii,CPAR2_700610,UniProt G8BL68,False,XP_025340464.1,33.0,9.36e-08,no_hit_e10
parapsilosis,haemulonii,CPAR2_700640,UniProt G8BL71,False,,,,no_hit_e3
parapsilosis,haemulonii,CPAR2_700770,UniProt G8BL84,False,,,,no_hit_e3
parapsilosis,haemulonii,CPAR2_700780,UniProt G8BL85,False,,,,no_hit_e3
parapsilosis,haemulonii,CPAR2_700840,UniProt G8BL91,False,,,,no_hit_e3
parapsilosis,haemulonii,CPAR2_700850,UniProt G8BL92,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_302050,UniProt G8B9B6,True,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_202080,UniProt G8BFD1,False,XP_025335076.1,36.9,8.16e-08,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_203420,UniProt G8BFR5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_700200,UniProt G8BL27,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_600280,UniProt G8B4S3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_601010,UniProt G8B4Z3,False,XP_025336870.1,28.6,7.9e-10,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_603570,UniProt G8B5P7,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_109170,UniProt G8B5V0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_109300,UniProt G8B5W3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_109780,UniProt G8B612,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_110230,UniProt G8B656,False,XP_025336759.1,33.3,1.31e-09,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_100580,UniProt G8B6D9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_100880,UniProt G8B6G8,False,XP_025335294.1,42.1,8.46e-06,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_101570,UniProt G8B6N7,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_102440,UniProt G8B6X4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_102460,UniProt G8B6X6,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_102640,UniProt G8B6Z4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_102670,UniProt G8B6Z7,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_102720,UniProt G8B702,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_102770,UniProt G8B707,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_102790,UniProt G8B709,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_102860,UniProt G8B716,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_103920,UniProt G8B7C0,False,XP_025335192.1,27.4,8.54e-10,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_103940,UniProt G8B7C2,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_105160,UniProt G8B7P5,False,XP_025339169.1,51.4,1.98e-10,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_105570,UniProt G8B7T6,False,XP_025337348.1,28.0,6.12e-09,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_105600,UniProt G8B7T9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_106120,UniProt G8B7Z2,False,XP_025338231.1,25.2,2.6e-09,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_106130,UniProt G8B7Z3,True,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_106140,UniProt G8B7Z4,True,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_106170,UniProt G8B7Z7,True,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_107960,UniProt G8B8H6,True,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_108300,UniProt G8B8K7,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_300830,UniProt G8B8Z5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_301720,UniProt G8B983,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_301970,UniProt G8B9A8,True,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_302080,UniProt G8B9B9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_302400,UniProt G8B9F1,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_302490,UniProt G8B9G0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_304320,UniProt G8B9Z1,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_304330,UniProt G8B9Z2,True,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_304360,UniProt G8B9Z5,True,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_804890,UniProt G8BA67,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_806190,UniProt G8BAJ6,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_806470,UniProt G8BAM4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_807220,UniProt G8BAU9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_807840,UniProt G8BB11,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_808560,UniProt G8BB83,False,XP_025338924.1,31.3,9.28e-06,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_800480,UniProt G8BBI1,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_801130,UniProt G8BBP6,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_803070,UniProt G8BC91,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_803250,UniProt G8BCB0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_803420,UniProt G8BCC7,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_803660,UniProt G8BCF1,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_206530,UniProt G8BCL5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_206680,UniProt G8BCN0,True,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_207680,UniProt G8BCY0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_207910,UniProt G8BD03,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_208350,UniProt G8BD45,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_208500,UniProt G8BD60,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_208880,UniProt G8BD96,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_209360,UniProt G8BDE4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_209740,UniProt G8BDI2,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_209870,UniProt G8BDJ5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_210030,UniProt G8BDL1,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_210330,UniProt G8BDP1,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_210440,UniProt G8BDQ3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_211300,UniProt G8BDY9,False,XP_025338032.1,31.0,1.33e-07,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_212380,UniProt G8BE97,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_212610,UniProt G8BEC0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_212950,UniProt G8BEF5,False,XP_025339130.1,29.5,1.68e-09,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_200050,UniProt G8BEH3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_200180,UniProt G8BEI6,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_213840,UniProt G8BEV1,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_201390,UniProt G8BF38,False,XP_025335255.1,37.5,1.68e-06,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_214070,UniProt G8BF57,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_201510,UniProt G8BF75,False,XP_025336312.1,56.4,1.25e-07,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_201580,UniProt G8BF82,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_202030,UniProt G8BFC7,False,XP_025336239.1,62.5,2.4e-05,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_202580,UniProt G8BFI1,False,XP_025335194.1,28.9,4.6e-07,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_202740,UniProt G8BFJ7,False,XP_025334457.1,33.7,0.000186,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_202900,UniProt G8BFL3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_203260,UniProt G8BFP9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_203800,UniProt G8BFV3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_203840,UniProt G8BFV7,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_204410,UniProt G8BG14,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_204910,UniProt G8BG64,False,XP_025334859.1,30.7,6.26e-08,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_205080,UniProt G8BG81,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_205970,UniProt G8BGH1,False,XP_025335369.1,24.5,0.000916,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_205990,UniProt G8BGH3,False,XP_025334676.1,41.7,1.17e-05,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_502910,UniProt G8BGR9,False,XP_025337885.1,28.1,6.49e-07,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_503470,UniProt G8BGX4,False,XP_025337933.1,32.5,5.44e-08,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_500260,UniProt G8BH76,True,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_501750,UniProt G8BHM5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_501950,UniProt G8BHP5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_501980,UniProt G8BHP8,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_400840,UniProt G8BI17,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_401530,UniProt G8BI86,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_401760,UniProt G8BIA9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_401790,UniProt G8BIB2,False,XP_025338582.1,32.6,5.97e-10,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_402100,UniProt G8BIE4,False,XP_025337037.1,28.9,8.16e-08,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_402400,UniProt G8BIH4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_402630,UniProt G8BIJ7,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_402690,UniProt G8BIK2,False,XP_025334608.1,29.8,3.04e-10,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_403130,UniProt G8BIP6,False,XP_025335222.1,26.5,2.49e-10,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_403150,UniProt G8BIP8,False,XP_025337376.1,27.1,0.000176,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_403300,UniProt G8BIR2,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_403510,UniProt G8BIT3,False,XP_025336592.1,58.7,1.08e-05,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_403520,UniProt G8BIT4,False,XP_025336592.1,28.8,2.08e-06,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_403620,UniProt G8BIU4,False,XP_025336396.1,21.9,2.36e-09,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_405220,UniProt G8BJA3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_405920,UniProt G8BJH3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_406440,UniProt G8BJM5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_406450,UniProt G8BJM6,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_406460,UniProt G8BJM7,False,XP_025338733.1,47.5,5.26e-10,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_701720,UniProt G8BK95,False,XP_025338032.1,40.0,8.23e-09,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_701770,UniProt G8BKA0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_701780,UniProt G8BKA1,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_703320,UniProt G8BKQ3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_703520,UniProt G8BKS3,False,XP_025338567.1,29.9,2.04e-10,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_704320,UniProt G8BL02,True,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_704340,UniProt G8BL04,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_700210,UniProt G8BL28,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_600010,UniProt G8B4P6,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_600130,UniProt G8B4Q8,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_600170,UniProt G8B4R2,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_600290,UniProt G8B4S4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_600380,UniProt G8B4T3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_600390,UniProt G8B4T4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_600420,UniProt G8B4T7,False,XP_025337089.1,37.5,5.17e-09,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_600440,UniProt G8B4T9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_600490,UniProt G8B4U4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_600590,UniProt G8B4V3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_600600,UniProt G8B4V4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_600620,UniProt G8B4V6,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_600640,UniProt G8B4V8,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_600660,UniProt G8B4W0,False,XP_025334659.1,28.1,2.7e-10,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_600860,UniProt G8B4X8,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_600880,UniProt G8B4Y0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_600910,UniProt G8B4Y3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_600920,UniProt G8B4Y4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_600930,UniProt G8B4Y5,False,XP_025336617.1,46.2,0.000175,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_600970,UniProt G8B4Y9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_600990,UniProt G8B4Z1,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_601110,UniProt G8B4Z9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_601130,UniProt G8B501,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_601140,UniProt G8B502,False,XP_025336879.1,23.9,0.000115,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_601270,UniProt G8B515,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_601390,UniProt G8B527,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_601420,UniProt G8B530,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_601510,UniProt G8B539,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_601680,UniProt G8B556,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_601890,UniProt G8B577,False,XP_025336271.1,27.0,2.7e-06,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_601925,UniProt G8B581,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_602030,UniProt G8B592,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_602040,UniProt G8B593,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_602135,UniProt G8B5A3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_602150,UniProt G8B5A5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_602380,UniProt G8B5C8,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_602420,UniProt G8B5D2,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_602480,UniProt G8B5D7,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_602610,UniProt G8B5F0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_602680,UniProt G8B5F7,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_602710,UniProt G8B5G0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_602830,UniProt G8B5H2,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_603040,UniProt G8B5J3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_603050,UniProt G8B5J4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_603060,UniProt G8B5J5,False,XP_025339201.1,31.9,1.62e-06,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_603250,UniProt G8B5L4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_603340,UniProt G8B5M3,False,XP_025336592.1,60.8,1.13e-09,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_603410,UniProt G8B5N1,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_603420,UniProt G8B5N2,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_603640,UniProt G8B5Q4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_603650,UniProt G8B5Q5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_603790,UniProt G8B5R9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_109070,UniProt G8B5U0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_109110,UniProt G8B5U4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_109190,UniProt G8B5V2,False,XP_025338448.1,35.3,1.36e-09,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_109330,UniProt G8B5W6,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_109545,UniProt G8B5Y8,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_109640,UniProt G8B5Z8,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_109900,UniProt G8B623,False,XP_025336749.1,71.0,7.26e-05,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_110140,UniProt G8B647,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_110170,UniProt G8B650,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_110440,UniProt G8B677,False,XP_025339036.1,35.7,7.86e-05,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_110490,UniProt G8B682,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_100020,UniProt G8B683,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_100250,UniProt G8B6A6,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_100270,UniProt G8B6A8,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_100340,UniProt G8B6B4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_100350,UniProt G8B6B5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_100390,UniProt G8B6B9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_100400,UniProt G8B6C0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_100550,UniProt G8B6D5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_100565,UniProt G8B6D7,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_100770,UniProt G8B6F8,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_100780,UniProt G8B6F9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_100950,UniProt G8B6H5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_100960,UniProt G8B6H6,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_100980,UniProt G8B6H8,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_101050,UniProt G8B6I5,False,XP_025339424.1,33.3,2.39e-10,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_101110,UniProt G8B6J1,False,XP_025337924.1,32.0,1.14e-07,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_101160,UniProt G8B6J6,False,XP_025337158.1,31.4,1.5e-06,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_101170,UniProt G8B6J7,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_101210,UniProt G8B6K1,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_101500,UniProt G8B6N0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_101540,UniProt G8B6N4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_101600,UniProt G8B6P0,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_101640,UniProt G8B6P4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_101650,UniProt G8B6P5,False,XP_025338431.1,37.3,1.58e-05,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_101780,UniProt G8B6Q8,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_101820,UniProt G8B6R2,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_101890,UniProt G8B6R9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_101930,UniProt G8B6S3,False,XP_025337068.1,32.5,6.41e-07,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_102010,UniProt G8B6T1,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_102020,UniProt G8B6T2,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_102060,UniProt G8B6T6,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_102120,UniProt G8B6U2,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_102130,UniProt G8B6U3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_102140,UniProt G8B6U4,False,XP_025338237.1,24.0,5.53e-10,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_102150,UniProt G8B6U5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_102170,UniProt G8B6U7,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_102230,UniProt G8B6V3,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_102290,UniProt G8B6V9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_102340,UniProt G8B6W4,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_102360,UniProt G8B6W6,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_102380,UniProt G8B6W8,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_102490,UniProt G8B6Y1,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_102620,UniProt G8B6Z2,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_102850,UniProt G8B715,True,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_103040,UniProt G8B734,False,XP_025338494.1,64.3,1.5e-08,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_103050,UniProt G8B735,False,XP_025338493.1,58.5,5.29e-06,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_103100,UniProt G8B740,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_103110,UniProt G8B741,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_103220,UniProt G8B751,False,XP_025336294.1,34.0,1.18e-08,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_103300,UniProt G8B759,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_103320,UniProt G8B761,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_103360,UniProt G8B765,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_103370,UniProt G8B766,False,XP_025336501.1,26.3,2.54e-06,no_hit_e10
parapsilosis,duobushaemulonii,CPAR2_103660,UniProt G8B795,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_103730,UniProt G8B7A1,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_103990,UniProt G8B7C7,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_104135,UniProt G8B7E2,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_104160,UniProt G8B7E5,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_104195,UniProt G8B7E9,False,,,,no_hit_e3
parapsilosis,duobushaemulonii,CPAR2_104250,UniProt G8B7F5,False,,,,no_hit_e3
