uniprotAccession,proteinId,meltingPoint,pred
Q04432,Q04432_HSP31,51.3718083643062,54.806262
Q04437,Q04437_YKU80,48.2676760368572,52.121133
Q04439,Q04439_MYO5,55.6988437306051,53.203553
Q04477,Q04477_SPC24,56.4316446399395,62.081176
Q04491,Q04491_SEC13,50.0454245954543,54.044896
Q04511,Q04511_UFO1,45.7902547575489,52.800804
Q04533,Q04533_YML082W,46.7774909026653,51.79323
Q04585,Q04585_YDR109C,52.5163741813767,56.689662
Q04636,Q04636_POB3,48.5857100766429,52.004379
Q04660,Q04660_ERB1,47.6062983112334,55.775088
Q04728,Q04728_ARG7,52.5627562332363,53.465277
Q04773,Q04773_YMR074C,51.8754771820418,53.832686
Q04792,Q04792_GAD1,51.7995578981396,52.598721
Q04839,Q04839_GFD1,52.0918205079385,53.201795
Q04847,Q04847_ROY1,50.7351148448704,49.656868
Q04869,Q04869_YMR315W,45.9865512221145,60.733992
Q04894,Q04894_ADH6,51.7025299774793,58.938152
Q04924,Q04924_GTB1,48.0283135311605,51.91133
Q04947,Q04947_RTN1,50.3076091524187,50.339532
Q04951,Q04951_SCW10,52.8286395145921,54.381579
Q05016,Q05016_YMR226C,50.2936233816143,54.463595
Q05022,Q05022_RRP5,44.1412404699503,52.185071
Q05029,Q05029_BCH1,47.0103918428883,54.2189
Q05031,Q05031_DFG5,50.7670090901712,54.829341
Q05040,Q05040_FAR8,49.5940426785059,52.560765
Q05050,Q05050_EIS1,55.4514008675894,53.247726
Q05123,Q05123_ARP9,49.5115825005867,50.424123
Q05359,Q05359_ERP1,41.2707236396227,53.511554
Q05506,Q05506_YDR341C,47.6936789457396,57.236493
Q05515,Q05515_SVF1,50.1539032801175,54.36272
Q05518,Q05518_PAL1,54.2129489601063,54.169858
Q05530,Q05530_YDR286C,48.6409071967462,58.020979
Q05533,Q05533_INM2,50.4367000274807,56.544363
Q05543,Q05543_RTT103,49.8687807603809,54.059392
Q05580,Q05580_HEL2,55.7826437616374,51.920056
Q05583,Q05583_CIA1,48.3629095306274,53.831726
Q05584,Q05584_GLO2,53.3170243667739,62.851149
Q05635,Q05635_RNH202,45.9175063710105,52.384514
Q05636,Q05636_RRP45,51.5470812117355,59.522045
Q05775,Q05775_HCR1,52.5034753490679,54.89319
Q05778,Q05778_PBA1,50.0928498422384,52.547377
Q05785,Q05785_ENT2,52.2461223278344,51.39398
Q05788,Q05788_PNP1,50.2853871277999,53.991884
Q05812,Q05812_MSC3,52.1150014444989,53.155249
Q05881,Q05881_YLR287C,45.9997347861634,51.854759
Q05902,Q05902_ECM38,50.6716627954081,53.459221
Q05905,Q05905_HRI1,53.6438907610805,53.301913
Q05911,Q05911_ADE13,52.723090554497,53.594774
Q05926,Q05926_GRX8,48.8898963597336,60.841507
Q05931,Q05931_SSQ1,50.9843039892761,59.834075
Q05933,Q05933_ARC18,48.3397546594097,54.968423
Q05937,Q05937_STP3,47.627761673468,51.788419
Q05942,Q05942_RSA3,60.4829742636004,57.274657
Q05946,Q05946_UTP13,48.2236435446046,53.760713
Q05948,Q05948_YLR225C,49.960419212251,52.434373
Q05979,Q05979_BNA5,52.0466405277494,53.245419
Q06010,Q06010_STE23,46.5669235293647,54.810137
Q06053,Q06053_DUS3,50.5931023687947,50.937486
Q06078,Q06078_UTP21,47.3772105660169,54.532164
Q06103,Q06103_RPN7,45.559423420141,53.242213
Q06106,Q06106_MRD1,47.0618657473446,54.531825
Q06142,Q06142_KAP95,48.7531918337048,51.80555
Q06151,Q06151_DCS1,52.7717358525963,61.45739
Q06177,Q06177_TMA10,54.836064125976,57.938439
Q06178,Q06178_NMA1,50.8382699594828,53.436244
Q06205,Q06205_FPR4,49.2712573058595,55.563349
Q06211,Q06211_MMS1,55.1543059439231,52.259606
Q06217,Q06217_SMD2,50.2987092085186,63.192701
Q06251,Q06251_YLR177W,50.6439492930414,52.875012
Q06252,Q06252_YLR179C,50.7885451666918,56.640399
Q06287,Q06287_EMG1,44.4855965916801,53.363496
Q06315,Q06315_SKG3,49.411623720208,54.232955
Q06336,Q06336_GGA1,48.6691407338523,53.220063
Q06338,Q06338_BCP1,46.8481884497359,52.627271
Q06344,Q06344_ESF1,49.1461764565474,54.942077
Q06385,Q06385_VPS74,50.0652944134327,52.805203
Q06405,Q06405_ATP17,42.2350658255049,56.557971
Q06406,Q06406_LSM6,57.5234268116916,62.710142
Q06407,Q06407_RGA2,48.5909834807945,53.8436
Q06412,Q06412_TUS1,48.5159709937115,52.950639
Q06440,Q06440_CRN1,48.4461135761234,54.096514
Q06451,Q06451_TPO3,61.7922497671559,55.348736
Q06488,Q06488_RSC2,41.1857608014237,52.333385
Q06489,Q06489_MRI1,48.5593654654668,55.263692
Q06494,Q06494_YPR127W,49.5544493734276,56.607485
Q06505,Q06505_SPN1,49.8996341722483,53.715378
Q06506,Q06506_RRP9,47.4431120476102,54.750437
Q06511,Q06511_RRP15,51.771506925616,53.546327
Q06523,Q06523_YPR148C,51.1327606028504,52.869731
Q06549,Q06549_CDD1,46.4969052099962,61.69284
Q06580,Q06580_MLC2,55.2161334846488,53.132337
Q06604,Q06604_BSP1,53.0335192090134,55.203408
Q06608,Q06608_YPR172W,51.8515638628351,53.91745
Q06624,Q06624_AOS1,50.8378814466436,56.781739
Q06625,Q06625_GDB1,49.3034547196429,53.204244
Q06631,Q06631_BFR2,52.926679606701,51.654238
Q06677,Q06677_SWA2,44.2973148682799,55.153251
Q06678,Q06678_MRPL35,43.8624474626843,50.912923
Q06682,Q06682_UBX5,46.7890234980306,52.176005
Q06685,Q06685_VIP1,46.7858398188329,55.158138
Q06697,Q06697_CDC73,42.507195637894,53.009629
Q06704,Q06704_IMH1,53.5994775085331,54.894161
Q06706,Q06706_IKI3,44.7793630893087,52.991444
Q06709,Q06709_REH1,42.6912234473747,51.801276
Q06815,Q06815_MRL1,54.5276344353914,53.435379
Q06817,Q06817_GRS2,46.7547218699913,53.800255
Q06839,Q06839_YPR097W,53.4823954283028,51.212007
Q06892,Q06892_POS5,52.4604275456136,52.261859
Q07084,Q07084_SSK1,53.8960572853421,52.919924
Q07362,Q07362_PBP4,49.4477331028666,55.945843
Q07381,Q07381_TSR1,46.7509999456624,51.566178
Q07418,Q07418_PEX19,49.4987170533193,54.871279
Q07478,Q07478_SUB2,46.8853537336669,51.069862
Q07505,Q07505_YDL086W,51.7584128205536,54.634303
Q07527,Q07527_TRM3,46.5602083137516,51.870632
Q07528,Q07528_ATG20,49.9466198818646,53.827238
Q07532,Q07532_IWR1,49.1705667475062,51.894945
Q07540,Q07540_YFH1,51.9698070649714,51.91403
Q07551,Q07551_YDL124W,42.5003348595658,53.955311
Q07589,Q07589_YDL144C,48.8363212692651,57.329082
Q07623,Q07623_NOP6,49.3384420160054,55.458248
Q07651,Q07651_FMP45,52.3871610946477,52.521485
Q07653,Q07653_HBT1,53.9238016156356,54.863292
Q07688,Q07688_YPD1,51.2867600166349,54.038978
Q07729,Q07729_GUD1,59.4459955634509,54.223198
Q07824,Q07824_TPO1,61.8836228834572,55.132079
Q07825,Q07825_FRA1,48.8228618390793,52.205741
Q07834,Q07834_YLL032C,42.8334308600278,52.914608
Q07844,Q07844_RIX7,44.1101347322517,53.386903
Q07872,Q07872_ENT4,52.2459754034513,52.84729
Q07914,Q07914_PAM18,51.5927696608359,57.802927
Q07915,Q07915_RLP24,43.546323663678,56.987262
Q07923,Q07923_LOT6,48.4176090073228,59.206784
Q07938,Q07938_MEU1,44.3553593379753,57.621491
Q07953,Q07953_SDO1,45.683528979502,52.774209
Q08162,Q08162_DIS3,48.788842885979,52.219844
Q08193,Q08193_GAS5,51.2474842213863,52.440625
Q08199,Q08199_SIL1,53.0395503439619,52.778733
Q08208,Q08208_NOP12,43.9578247706907,54.19724
Q08220,Q08220_GSH2,51.8808214935897,54.076213
Q08224,Q08224_THI20,46.7662184156133,54.445589
Q08225,Q08225_YOL057W,52.5713277465718,52.535349
Q08230,Q08230_SDH5,46.5287756726116,55.15427
Q08235,Q08235_BRX1,43.3262636908531,51.654804
Q08269,Q08269_ALR1,49.6877322477601,53.679246
Q08285,Q08285_RRP40,48.6141183657392,54.137403
Q08412,Q08412_CUE5,56.6041264442561,53.046846
Q08421,Q08421_ETT1,53.2244929133402,50.953239
Q08422,Q08422_TMC1,54.3840292199446,56.167305
Q08438,Q08438_VHS3,48.5873589341723,54.658562
Q08444,Q08444_NOB1,62.7894167108317,52.843714
Q08446,Q08446_SGT1,48.127512526659,54.555565
Q08492,Q08492_BUD21,59.9805185727001,53.395408
Q08581,Q08581_SLK19,52.9021592962919,52.277726
Q08601,Q08601_MCA1,44.4234279283003,54.78797
Q08641,Q08641_ABP140,50.075146040076,54.220182
Q08645,Q08645_MET7,51.4664121529301,57.180566
Q08647,Q08647_PUS7,50.6380120869866,52.535075
Q08686,Q08686_TUM1,46.1971236317943,56.09476
Q08687,Q08687_TMA16,46.4835898907825,52.681041
Q08723,Q08723_RPN8,46.8494537954552,50.778711
Q08732,Q08732_HRK1,41.2181660063687,50.80508
Q08742,Q08742_RDL2,57.9476128194122,53.356278
Q08745,Q08745_RPS10A,42.0402133467012,61.490256
Q08746,Q08746_RRS1,48.7988249821542,54.247999
Q08747,Q08747_UAF30,51.1813679375006,53.539115
Q08816,Q08816_YOR352W,52.7949652935133,52.613097
Q08818,Q08818_MSC6,45.6112261575752,49.815357
Q08826,Q08826_SNX3,46.1157182759829,55.404383
Q08920,Q08920_CBC2,48.6540140338907,55.000442
Q08924,Q08924_RTT10,50.71013768668,52.733058
Q08925,Q08925_MRN1,44.0488908685085,54.425812
Q08926,Q08926_UIP4,50.2006503934543,55.346256
Q08951,Q08951_APL5,52.206290203063,52.644128
Q08954,Q08954_YPL199C,51.576365081343,51.807976
Q08961,Q08961_RKM1,47.0673282444642,51.462847
Q08962,Q08962_NIP7,48.7679714908285,59.219915
Q08963,Q08963_LEA1,49.3810676065608,54.02056
Q08965,Q08965_BMS1,44.3063246943591,52.90783
Q08967,Q08967_FLC1,53.5737517600695,53.614116
Q08968,Q08968_FMP40,44.0707479922655,52.259457
Q08969,Q08969_GRE1,51.1792963186949,53.109747
Q08971,Q08971_YPL225W,51.4353815632328,55.838722
Q08972,Q08972_NEW1,42.8166688553289,52.724284
Q08976,Q08976_YPL261C,62.696414402218,54.558557
Q08977,Q08977_YPL260W,50.8552627219118,51.815802
Q08979,Q08979_KEL3,46.814843997446,51.238155
Q08985,Q08985_SAM4,49.7339224484265,61.413926
Q10740,Q10740_LAP2,51.7813540607285,50.956947
Q12000,Q12000_TMA46,44.7189911552571,52.425814
Q12008,Q12008_GPM2,46.2302617073631,56.441587
Q12009,Q12009_TRM8,47.1442487367187,54.377729
Q12012,Q12012_YOR289W,48.9693038001441,58.235568
Q12017,Q12017_PLP2,51.219160249199,52.751046
Q12018,Q12018_CDC53,43.5092357473252,56.460017
Q12030,Q12030_TAF10,52.5905248610403,51.129419
Q12032,Q12032_AIM41,55.4376186966529,54.428583
Q12033,Q12033_RIM20,51.5007487503332,51.771456
Q12040,Q12040_YOR283W,49.2108656157188,61.384493
Q12055,Q12055_FAP7,53.7651995503651,54.846394
Q12059,Q12059_ULA1,45.1582866260938,51.820558
Q12063,Q12063_NUS1,54.9717265744873,54.033518
Q12068,Q12068_GRE2,45.5595940448602,57.139808
Q12074,Q12074_SPE3,52.4357330065375,56.41163
Q12084,Q12084_DAS2,45.0648341357641,63.2689
Q12091,Q12091_DAP1,48.5345598647084,55.503792
Q12109,Q12109_WRS1,46.1113511020593,51.706541
Q12114,Q12114_CHS5,42.9484126919984,54.931122
Q12118,Q12118_SGT2,55.5703642844416,56.978983
Q12122,Q12122_LYS21,51.9542089538268,58.181518
Q12123,Q12123_DCS2,51.6740118724108,59.07287
Q12125,Q12125_GET4,52.4408849011857,53.119093
Q12136,Q12136_SAS10,48.5405876534063,54.432756
Q12143,Q12143_NSL1,56.4063782101965,53.514558
Q12151,Q12151_UPC2,48.7045145890089,54.710263
Q12153,Q12153_SSF2,44.8205275986004,52.396876
Q12154,Q12154_GET3,47.0526906446759,53.110439
Q12156,Q12156_AIM7,54.1511942634169,55.045962
Q12159,Q12159_YRA1,43.3240712405516,57.505721
Q12161,Q12161_PSH1,48.2844660533886,54.659301
Q12163,Q12163_NBP2,52.0835065766845,55.581063
Q12166,Q12166_LEU9,46.2770519556976,56.942618
Q12172,Q12172_YRR1,49.6647429179488,52.841783
Q12178,Q12178_FCY1,52.981589809217,64.415258
Q12184,Q12184_YAH1,51.3638255986351,53.297585
Q12186,Q12186_MSL5,50.111369617903,52.443224
Q12189,Q12189_RKI1,53.2160395141281,52.70977
Q12198,Q12198_YLL058W,45.6356921278047,54.34919
Q12206,Q12206_WTM2,45.2061949718665,53.295958
Q12211,Q12211_PUS1,50.9964230202429,52.182269
Q12213,Q12213_RPL7B,41.6442352378713,62.452912
Q12220,Q12220_DIP2,42.3951013822266,53.78117
Q12230,Q12230_LSP1,48.4723515710621,54.401523
Q12234,Q12234_RUD3,47.2333209191998,54.182321
Q12241,Q12241_VAM3,53.48259991696,53.193492
Q12242,Q12242_RUP1,49.8757865786703,51.827294
Q12245,Q12245_POC4,50.9812425077207,59.05866
Q12248,Q12248_DAD1,53.8509514720005,55.712229
Q12250,Q12250_RPN5,44.899053273588,51.367897
Q12265,Q12265_PRS5,47.3516226509666,53.723085
Q12271,Q12271_INP53,57.5440342834424,53.447121
Q12276,Q12276_HER1,49.6556940133995,52.427816
Q12277,Q12277_RRP42,48.7343136378221,53.005606
Q12283,Q12283_MCT1,47.452491771019,56.298918
Q12284,Q12284_ERV2,42.6131218351134,58.752841
Q12285,Q12285_MDY2,53.1107579585123,53.740227
Q12287,Q12287_COX17,49.6257531480276,56.164032
Q12288,Q12288_YLR126C,45.376235659441,57.368964
Q12305,Q12305_RDL1,54.252310267673,59.508097
Q12306,Q12306_SMT3,54.9238541385744,61.901742
Q12314,Q12314_SFM1,53.3432045970344,60.321993
Q12320,Q12320_GLO4,54.5706167375199,64.998353
Q12329,Q12329_HSP42,49.2989001885229,52.253073
Q12330,Q12330_SME1,53.0679161395198,59.043509
Q12335,Q12335_PST2,49.8676850446419,57.262164
Q12338,Q12338_RNH203,54.7311318413561,58.151251
Q12341,Q12341_HAT1,49.2153703685257,54.728013
Q12344,Q12344_GYP5,52.1217082181166,53.407967
Q12354,Q12354_YLR118C,48.9736434938213,57.004577
Q12358,Q12358_JLP1,51.7131969862245,52.218622
Q12359,Q12359_ATO3,45.9138385796292,53.970307
Q12362,Q12362_RIB2,46.2123499986429,56.122762
Q12363,Q12363_WTM1,53.2861512268686,53.60716
Q12377,Q12377_RPN6,44.5378787756292,52.167875
Q12386,Q12386_ARP8,51.3011268523419,51.553684
Q12387,Q12387_MDM20,43.1156940899242,52.705729
Q12389,Q12389_DBP10,43.7060254505301,52.755779
Q12400,Q12400_TRM10,48.7083475337876,52.701193
Q12404,Q12404_MPD1,42.8444098026499,57.735628
Q12406,Q12406_ARP7,48.6628449743323,52.899414
Q12414,Q12414_TY1B-PL,41.875447716623,51.677197
Q12416,Q12416_WHI5,48.5985215857696,53.382689
Q12420,Q12420_SNU66,48.6059390324892,56.308609
Q12427,Q12427_STB3,49.9125310015946,52.324444
Q12428,Q12428_PDH1,50.8616649294742,55.519968
Q12433,Q12433_AHC1,45.9560113452702,51.526457
Q12434,Q12434_RDI1,49.0418906871716,56.208307
Q12443,Q12443_RTN2,54.3676802813889,56.080812
Q12447,Q12447_PAA1,50.1513961118094,55.249685
Q12449,Q12449_AHA1,54.0994713089997,51.454926
Q12451,Q12451_OSH2,49.8561292262535,53.793091
Q12455,Q12455_SPE4,52.5833748426552,56.034201
Q12458,Q12458_YPR1,49.2940704122904,53.479749
Q12460,Q12460_NOP56,46.942497316893,51.376206
Q12464,Q12464_RVB2,48.3299270457653,54.432434
Q12480,Q12480_AIM45,49.6156006469937,52.063972
Q12486,Q12486_YOR131C,45.8174963443483,58.762443
Q12487,Q12487_MRPL23,43.4875413934092,53.900212
Q12493,Q12493_NKP1,55.9236840747818,56.552392
Q12495,Q12495_RLF2,55.3041019669812,52.219099
Q12496,Q12496_YOL098C,45.3210830818325,54.480857
Q12499,Q12499_NOP58,48.9408629216211,57.275909
Q12511,Q12511_PTC5,46.2340740440508,53.172773
Q12512,Q12512_ZPS1,55.1264814423511,55.294186
Q12513,Q12513_TMA17,53.3344709841888,54.177362
Q12514,Q12514_NOT5,52.0153678323533,51.16666
Q12518,Q12518_ENT1,48.8760792037792,52.736956
Q12522,Q12522_TIF6,48.3504678205202,55.807787
Q12523,Q12523_YPL247C,51.7474397577912,52.930856
Q12525,Q12525_MHT1,49.2701805885866,64.6043
Q12532,Q12532_RQC2,42.0085321343433,52.483243
Q12672,Q12672_RPL21B,41.697917802846,55.693775
Q12680,Q12680_GLT1,42.8967153117888,51.964015
Q12690,Q12690_RPL13A,46.5330116836157,62.97884
Q12692,Q12692_HTZ1,51.887025296179,57.667857
Q12754,Q12754_RRP12,52.1352494515483,51.259416
Q2V2P7,Q2V2P7_YDR461C-A,45.9803817037097,55.344075
Q3E747,Q3E747_YLR363W-A,42.8003907708777,54.255342
Q3E752,Q3E752_YPR036W-A,43.522538076109,56.493217
Q3E754,Q3E754_RPS21B,55.3337934154877,57.694495
Q3E757,Q3E757_RPL11B,41.824927028444,57.513076
Q3E764,Q3E764_TMA7,56.0289668092433,56.608891
Q3E792,Q3E792_RPS25A,44.1174263330651,61.197013
Q3E795,Q3E795_YLR361C-A,51.601885956819,51.116782
Q3E7A4,Q3E7A4_CMC2,49.0411172767523,53.267366
Q3E7A9,Q3E7A9_CMC4,51.2313268603987,53.019053
Q3E7B7,Q3E7B7_YDL085C-A,50.5446747052514,56.728142
Q3E7C1,Q3E7C1_TFB5,55.5755060675095,54.811972
Q3E7X9,Q3E7X9_RPS28A,49.9732902123326,72.845346
Q3E7Y3,Q3E7Y3_RPS22B,41.9457903661558,57.184798
Q3E7Z5,Q3E7Z5_YIL002W-A,53.7015487332612,54.588574
Q3E830,Q3E830_YCR075W-A,57.9551037235542,54.638106
Q3E833,Q3E833_PCC1,50.4206530199862,54.931968
Q3E835,Q3E835_MHF1,52.2734342031589,59.45819
Q3E841,Q3E841_YNR034W-A,52.4022402631618,57.759428
Q3E846,Q3E846_COA6,60.1319087303214,50.901467
Q6Q546,Q6Q546_HUB1,53.1589052329116,58.446723
Q6Q547,Q6Q547_NOP10,48.5175483473734,59.48807
Q6Q560,Q6Q560_ISD11,47.2965780415736,55.618072
Q6WNK7,Q6WNK7_SUS1,54.643337045315,56.833065
Q86ZR7,Q86ZR7_YKL033W-A,46.9941117639375,54.299766
Q92317,Q92317_NCB2,53.507135112314,56.270361
Q92331,Q92331_VPS5,45.3285305203694,54.514581
Q92392,Q92392_TY1A-OL,45.0026465999963,53.40659
Q96VH4,Q96VH4_HBN1,50.3120556732401,55.601972
Q96VH5,Q96VH5_MIC10,42.4211383030614,55.498284
Q99210,Q99210_YOR111W,52.1600846298192,66.541821
Q99216,Q99216_PNO1,45.1952050366079,53.555775
Q99220,Q99220_YOS9,50.6194662570091,52.337807
Q99231,Q99231_TY1B-DR3,48.1136892344729,51.59964
Q99258,Q99258_RIB3,50.5541199774153,56.286138
Q99271,Q99271_NHA1,53.5861427545347,54.1453
Q99278,Q99278_MED11,52.7381491099642,52.69267
Q99288,Q99288_DET1,48.8143388445326,53.878206
Q99312,Q99312_ISN1,50.2518169546444,53.816044
Q99316,Q99316_MPD2,42.2683709789924,55.152017
Q99321,Q99321_DDP1,47.0880059328044,53.437001
Q99369,Q99369_FSH3,44.5428970437659,54.541105
